-2.128170977495929428e+00,-5.828531581566550557e+01,1.233904775367413293e+02,3.674729147423638551e+02,-9.098150496642432472e+00,-4.479376823967685937e+02
-6.738883704232252470e+00,-5.920148715370112313e+01,1.241957248871437685e+02,3.579410157655733542e+02,-1.259674320877621412e+01,-4.604864331547224197e+02
-5.153191924139085778e+00,-7.098389571855989288e+01,1.316069812784562316e+02,4.382880318484083659e+02,-1.070906657907944748e+01,-5.348544306229073300e+02
-3.524426805308959576e+00,-5.789938500276960553e+01,1.074617819216376233e+02,4.507866933766238162e+02,-1.313229289822874435e+01,-5.326697122489545109e+02
-2.892594154651646932e+00,-6.145317414704530989e+01,1.089522103056130646e+02,4.518491620256819488e+02,-1.456043936985550147e+01,-5.334115258449349994e+02
-5.899119220231247240e+00,-5.866309978338122733e+01,1.072122702535405523e+02,4.511238387923277173e+02,-1.137516405453134993e+01,-5.335384448082854760e+02
-3.913324198849190694e-01,-6.534199932877424999e+01,1.241542225398117978e+02,4.410528243540799167e+02,-1.677760193382210474e+01,-5.350143593026283497e+02
-1.513453568098296620e-01,-6.453197025060757142e+01,1.180131313070454269e+02,4.460589714325358841e+02,-1.725619808310002767e+01,-5.341567544773546388e+02
1.452644964378405845e+00,-5.992022658970299176e+01,1.107678237689170402e+02,4.486592144895263914e+02,-1.873206249697480175e+01,-5.341124211911075008e+02
1.745954406744204590e+01,-6.352127769710145344e+01,1.097290268559807629e+02,4.524347444772085396e+02,-3.473795812237713676e+01,-5.331939695505470809e+02
7.291128050756100265e+01,1.193510048554741445e+02,1.094775949520850418e+02,5.031634352287157981e+02,-7.053693953725415611e+01,-2.977532840179071627e+02
7.779974239384290513e+01,1.239095639894165259e+02,1.070544169112261983e+02,5.000477015027603329e+02,-7.577667289081863089e+01,-2.953239444460771779e+02
8.341416566558416434e+01,9.863170753096989074e+01,1.577346486429220818e+02,4.878797319887066237e+02,-7.932649470034345995e+01,-3.085180913767320021e+02
1.131444964633994061e+02,9.700047519048695221e+01,1.709489161349740982e+02,4.870124908758481297e+02,-1.099189811289800787e+02,-2.940616111403796253e+02
1.119883360879841376e+02,7.916274359846971720e+01,1.896691488974968252e+02,5.368305042175801418e+02,-1.086539035749368622e+02,-2.413261031384539024e+02
1.122732582719305015e+02,7.587767070859558771e+01,1.979343893282381259e+02,5.308932731073811055e+02,-1.095588858694002425e+02,-2.414226893366736988e+02
5.826514229586573634e+01,2.990452599519592241e+02,2.112949156593827240e+02,3.504688235582079869e+02,-1.577370142339547101e+02,-1.805425066961380480e+02
6.286556803476782562e+01,2.970909751176204736e+02,2.106616724884083283e+02,3.540885804551412548e+02,-1.524858086011356875e+02,-1.800216233381144662e+02
9.991576576223934580e+01,2.821491566684431973e+02,2.212769041528864591e+02,3.536919811461659719e+02,-1.332604297327383165e+02,-2.114955034881973290e+02
9.860128640190593785e+01,2.835117146101319463e+02,2.210868537611023044e+02,3.496805373898006337e+02,-1.310819879438930968e+02,-2.093479569400189462e+02
9.991576576223934580e+01,2.821491566684431973e+02,2.212769041528864591e+02,3.536919811461659719e+02,-1.332604297327383165e+02,-2.114955034881973290e+02
