-1.374429347484553698e+00,4.199771697035252771e+00,-1.069951391197420065e+01,1.092193508292428739e+01,2.909257743954994702e+00,7.928390060834210828e+00
2.038973498598506406e+00,6.676800794807032702e+00,-6.647184441273557454e+00,-1.009574536570536374e+01,2.140301038023485702e+00,-7.308153239035846127e+00
-1.704481483672080078e+00,3.693464463736976455e+00,2.262910691910317240e+00,-1.518408790096459171e+01,3.136874701620241623e+00,-7.842907080527872665e+00
3.836761472010847740e+01,4.384082022457092762e+02,7.835697284203580182e+01,-2.210189339480583385e+03,-3.603772610666033671e+01,-1.690303906526358105e+03
2.090004257919411046e+01,4.421017739555896924e+02,8.097633912844352722e+01,-2.216517195296287355e+03,-1.941866890263246859e+01,-1.691989353453308695e+03
2.312841160465560719e+01,4.417449661716040623e+02,8.425451123269832010e+01,-2.218785662260659137e+03,-2.162204574086215203e+01,-1.690768905642368281e+03
1.632222575410795429e+01,4.373151520368473939e+02,8.448977527356454686e+01,-2.224040520518666199e+03,-1.563173236053637538e+01,-1.699748367906631984e+03
-7.674713063608513153e+01,7.656940943391666679e+02,1.305999428539832934e+02,-2.004200782763848565e+03,-9.799574097962613450e+01,-1.103086932888887986e+03
-7.069901543535299027e+01,7.708852363424027772e+02,1.272170566145191941e+02,-2.013192799855160274e+03,-1.003333899989116844e+02,-1.113715043660914262e+03
-6.878202099269748260e+01,7.774326199353681659e+02,1.232419071963745836e+02,-2.025979484349793211e+03,-1.003048324581887414e+02,-1.103546709224674714e+03
-6.099644851873284779e+01,7.858620428600175956e+02,1.171411672800045665e+02,-2.007427343120434898e+03,-9.547005688318654393e+01,-1.123634720039601461e+03
-6.429950523811513108e+01,7.889137495700955469e+02,1.121843968758692682e+02,-2.006034178003147645e+03,-9.485896216799221747e+01,-1.119976799077916212e+03
-6.396501372705309763e+01,7.927993516940882728e+02,1.008367796548981516e+02,-1.996822025528587346e+03,-9.702761530186181460e+01,-1.121945518668299883e+03
-6.115397135265774153e+01,8.032742771679623957e+02,7.533735901027407067e+01,-1.988424598503248262e+03,-9.925946170364522914e+01,-1.125812094639312136e+03
-6.545985155618359386e+01,8.491868503812709150e+02,-1.703175530313887975e+01,-1.939681177279298481e+03,-9.729569190560179948e+01,-1.127866689745654867e+03
-1.107600682814156983e+02,8.889849637647807867e+02,-1.548582067642601032e+02,-2.329469399697311928e+03,-9.294819319650073908e+01,-1.619283728391537579e+03
-1.083544577169202228e+02,8.873131367633613991e+02,-1.559317766660071527e+02,-2.327169219569566849e+03,-9.169716494017794162e+01,-1.616883959484199295e+03
-1.129329779191026262e+02,8.860502652170379179e+02,-1.515158949102600445e+02,-2.330777196628408547e+03,-9.565342324444385724e+01,-1.618484833117206563e+03
-1.140981982002748794e+02,8.860244274422317403e+02,-1.500742625277820252e+02,-2.331827159654425031e+03,-9.685011016935666817e+01,-1.618288212193269828e+03
-1.133560406575447104e+02,8.871553097652898714e+02,-1.537093818671372389e+02,-2.329429342588313375e+03,-9.607354691792943413e+01,-1.617987152777637903e+03
-1.140981982002748794e+02,8.860244274422317403e+02,-1.500742625277820252e+02,-2.331827159654425031e+03,-9.685011016935666817e+01,-1.618288212193269828e+03
